governance_type,ecological_site,Site,Region,District,Village,surveyNo,a_1_1_Employment_status,a_1_1_weight,a_1_1_weighted,a_1_2_Percentage_of_catch_from_fishing_sold,a_1_2_weight,a_1_2_weighted,a_1_3_Percentage_of_income_from_the_main_activity,a_1_3_weight,a_1_3_weighted,a_1_4_Time_conducting_the_activity,a_1_4_weight,a_1_4_weighted,a_1_Livelihood_sum,a_1_Livelihood_weight,a_1_Livelihood_weighted,a_2_1_Gender,a_2_1_weight,a_2_1_weighted,a_2_2_Years_living_in_the_village,a_2_2_weight,a_2_2_weighted,a_2_3_Percentage_of_children_in_the_family_members,a_2_3_weight,a_2_3_weighted,a_2_4_Family_dependency,a_2_4_weight,a_2_4_weighted,a_2_Demographic_sum,a_2_Demographic_weight,a_2_Demographic_weighted,a_3_1_Appreciation_of_biodiversity,a_3_1_weight,a_3_1_weighted,a_3_2_Identity_and_pride,a_3_2_weight,a_3_2_weighted,a_3_3_Appreciation_of_lifestyle,a_3_3_weight,a_3_3_weighted,a_3_Cultural_sum,a_3_Cultural_weight,a_3_Cultural_weighted,a_4_1_Age,a_4_1_weight,a_4_1_weighted,a_4_2_Food_security_and_wellbeing,a_4_2_weight,a_4_2_weighted,a_4_3_Sense_of_place,a_4_3_weight,a_4_3_weighted,a_4_health_sum,a_4_health_weight,a_4_health_weighted,a_SENSITIVITY,b_1_1_Level_of_education,b_1_1_weight,b_1_1_weighted,b_1_2_Knowledge_of_rules,b_1_2_weight,b_1_2_weighted,b_1_3_Access_to_information,b_1_3_weight,b_1_3_weighted,b_1_learning_sum,b_1_learning_weight,b_1_learning_weighted,b_2_1_Material_style_of_life,b_2_1_weight,b_2_1_weighted,b_2_2_Community_infrastructures,b_2_2_weight,b_2_2_weighted,b_2_3_Access_to_credit,b_2_3_weight,b_2_3_weighted,b_2_Assets_sum,b_2_Assets_weight,b_2_Assets_weighted,b_3_1_Livelihood_multiplicity,b_3_1_weight,b_3_1_weighted,b_3_2_Adapt_to_live_without_fishing,b_3_2_weight,b_3_2_weighted,b_3_3_Gear,b_3_3_weight,b_3_3_weighted,b_3_4_Spatial_mobility,b_3_4_weight,b_3_4_weighted,b_3_Flexibility_sum,b_3_Flexibility_weight,b_3_Flexibility_weighted,b_4_1_Perceived_capacity_to_change,b_4_1_weight,b_4_1_weighted,b_4_2_Recognition_of_causality,b_4_2_weight,b_4_2_weighted,b_4_3_Level_of_participation,b_4_3_weight,b_4_3_weighted,b_4_agency_Sum,b_4_agency_weight,b_4_agency_weighted,b_5_1_Trust_in_organization,b_5_1_weight,b_5_1_weighted,b_5_2_Community_cohesion,b_5_2_weight,b_5_2_weighted,b_5_3_Linking_Social_capital,b_5_3_weight,b_5_3_weighted,b_5_organization_sum,b_5_Organization_weight,b_5_Organization_weighted,b_ADAPTIVE_CAPACITY,c_vulnerability_EQUAL_adaptive_capacity_MINUS_sensitivity,quadrant
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E067,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.1373,0.164,0.0264,0.8342,0.33,0.269,0,0.257,0,0.2059,0.22,0.0423,0.6,0.233,0.1362,0.6,0.29,0.2071,0.3857,0.229,0.0905,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.12,0.208,0.0275,0.3333,0.551,0.165,0.75,0.241,0.2072,0.3996,0.263,0.1078,0.6405,0,0.378,0,1,0.28,0.2796,0.2,0.342,0.0684,0.348,0.241,0.0874,0.019,0.334,0.0063,0.25,0.429619722,0.1074,0,0.23970222,0,0.1137,0.201948503,0.023,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.75,0.363267572,0.2725,0,0.309709252,0,0.25,0.327023177,0.0818,0.3542,0.151246925,0.0536,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.3686,-0.2718501,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E068,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.5686,0.164,0.1093,0.9171,0.33,0.2958,0,0.257,0,0.5735,0.22,0.1177,0.6,0.233,0.1362,0.8,0.29,0.2762,0.5302,0.229,0.1244,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.56,0.208,0.1282,0.2083,0.551,0.1031,0.75,0.241,0.2072,0.4385,0.263,0.1182,0.6027,0,0.378,0,1,0.28,0.2796,0.2,0.342,0.0684,0.348,0.241,0.0874,0.1449,0.334,0.0479,0.25,0.429619722,0.1074,0,0.23970222,0,0.1553,0.201948503,0.0314,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.3371,0.213724639,0.072,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.4823,0.151246925,0.0729,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.3705,-0.2322216,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E069,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.1961,0.164,0.0377,0.8325,0.33,0.2685,0,0.257,0,0.3971,0.22,0.0815,0.5,0.233,0.1135,0.75,0.29,0.2589,0.454,0.229,0.1065,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.18,0.208,0.0412,0.4583,0.551,0.2268,0.25,0.241,0.0691,0.3371,0.263,0.0909,0.5302,0.25,0.378,0.0946,1,0.28,0.2796,1,0.342,0.342,0.7162,0.241,0.1799,0.1034,0.334,0.0342,0.25,0.429619722,0.1074,0,0.23970222,0,0.1416,0.201948503,0.0286,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.4871,0.213724639,0.1041,1,0.363267572,0.3633,1,0.309709252,0.3097,0.8333,0.327023177,0.2725,0.9455,0.151246925,0.143,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.5623,0.0321233,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E070,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.0588,0.164,0.0113,0.8113,0.33,0.2616,0,0.257,0,0.0441,0.22,0.0091,0.5,0.233,0.1135,0.75,0.29,0.2589,0.3815,0.229,0.0895,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.22,0.208,0.0504,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4225,0.263,0.1139,0.584,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.1669,0.334,0.0552,0.25,0.429619722,0.1074,0,0.23970222,0,0.1626,0.201948503,0.0328,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.75,0.363267572,0.2725,0,0.309709252,0,0.5833,0.327023177,0.1908,0.4632,0.151246925,0.0701,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.3862,-0.1977871,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E071,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.2157,0.164,0.0415,0.8492,0.33,0.2739,0,0.257,0,0.4118,0.22,0.0845,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2753,0.229,0.0646,1,0.302,0.3136,0,0.319,0,0,0.379,0,0.3136,0.178,0.0543,0.2,0.208,0.0458,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4179,0.263,0.1127,0.5055,0.25,0.378,0.0946,1,0.28,0.2796,0,0.342,0,0.3742,0.241,0.094,0.0587,0.334,0.0194,0.25,0.429619722,0.1074,0,0.23970222,0,0.1268,0.201948503,0.0256,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.3371,0.213724639,0.072,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.5833,0.327023177,0.1908,0.7729,0.151246925,0.1169,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.4153,-0.0901894,q3
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E072,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.5686,0.164,0.1093,0.9041,0.33,0.2916,0,0.257,0,0.4265,0.22,0.0875,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3737,0.229,0.0877,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.58,0.208,0.1327,0.3333,0.551,0.165,0.75,0.241,0.2072,0.5049,0.263,0.1362,0.5797,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.0348,0.334,0.0115,0.25,0.429619722,0.1074,0,0.23970222,0,0.1189,0.201948503,0.024,0.6667,0.38069361,0.2538,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.464,0.213724639,0.0992,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.3333,0.327023177,0.109,0.6912,0.151246925,0.1045,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.4972,-0.0825579,q1
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E073,0,0.174,0,0.9,0.324,0.2343,0.5,0.338,0.15,0.0196,0.164,0.0038,0.3881,0.33,0.1252,0,0.257,0,0.0147,0.22,0.003,0.5,0.233,0.1135,0.75,0.29,0.2589,0.3755,0.229,0.0881,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.36,0.208,0.0824,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5164,0.263,0.1393,0.4169,0.5,0.378,0.1892,1,0.28,0.2796,0.2,0.342,0.0684,0.5372,0.241,0.1349,0.0179,0.334,0.0059,0.25,0.429619722,0.1074,0,0.23970222,0,0.1133,0.201948503,0.0229,0.6667,0.38069361,0.2538,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.464,0.213724639,0.0992,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.4642,0.0472965,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E074,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.0784,0.164,0.0151,0.8229,0.33,0.2654,1,0.257,0.2224,0,0.22,0,0.8,0.233,0.1817,0.8,0.29,0.2762,0.6803,0.229,0.1596,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.22,0.208,0.0504,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4225,0.263,0.1139,0.7121,0,0.378,0,1,0.28,0.2796,0.2,0.342,0.0684,0.348,0.241,0.0874,0.0179,0.334,0.0059,0.25,0.429619722,0.1074,0,0.23970222,0,0.1133,0.201948503,0.0229,0,0.38069361,0,0.5,0.214992669,0.1075,0,0.20862622,0,0.25,0.195687501,0.0489,0.1564,0.213724639,0.0334,0.25,0.363267572,0.0908,0,0.309709252,0,0.1667,0.327023177,0.0545,0.1453,0.151246925,0.022,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.2725,-0.4396434,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E075,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0,0.164,0,0.8078,0.33,0.2605,0,0.257,0,0,0.22,0,0,0.233,0,0.5,0.29,0.1726,0.1726,0.229,0.0405,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.08,0.208,0.0183,0.4583,0.551,0.2268,0.5,0.241,0.1381,0.3833,0.263,0.1034,0.4687,0.5,0.378,0.1892,1,0.28,0.2796,0.8,0.342,0.2736,0.7424,0.241,0.1865,0.0482,0.334,0.0159,0.25,0.429619722,0.1074,0,0.23970222,0,0.1233,0.201948503,0.0249,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.5,0.195687501,0.0978,0.386,0.213724639,0.0825,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.501,0.0323489,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E076,0,0.174,0,1,0.324,0.2603,0.4762,0.338,0.1429,0.4706,0.164,0.0905,0.4937,0.33,0.1592,0,0.257,0,0.3529,0.22,0.0724,0.6,0.233,0.1362,0.8,0.29,0.2762,0.4849,0.229,0.1138,0,0.302,0,0,0.319,0,0,0.379,0,0,0.178,0,0.64,0.208,0.1465,0.4583,0.551,0.2268,0.5,0.241,0.1381,0.5114,0.263,0.1379,0.4109,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.019,0.334,0.0063,0.25,0.429619722,0.1074,0,0.23970222,0,0.1137,0.201948503,0.023,0.6667,0.38069361,0.2538,0.75,0.214992669,0.1612,0.5,0.20862622,0.1043,0.5,0.195687501,0.0978,0.6172,0.213724639,0.1319,0.75,0.363267572,0.2725,0,0.309709252,0,0.4167,0.327023177,0.1363,0.4087,0.151246925,0.0618,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.4862,0.0752531,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E077,0,0.174,0,1,0.324,0.2603,0.3684,0.338,0.1106,0.2353,0.164,0.0452,0.4161,0.33,0.1342,1,0.257,0.22240481,0.2059,0.22,0.0423,0.6667,0.233,0.1514,0.8333,0.29,0.2877,0.4814,0.229,0.1129,0,0.302,0,1,0.319,0.315,0,0.379,0,0.315,0.178,0.0545,0.22,0.208,0.0504,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4844,0.263,0.1306,0.4323,0,0.378,0,0,0.28,0,0.8,0.342,0.2736,0.2736,0.241,0.0687,0.0316,0.334,0.0105,0.25,0.429619722,0.1074,0,0.23970222,0,0.1179,0.201948503,0.0238,0.6667,0.38069361,0.2538,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.3027,0.213724639,0.0647,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.75,0.327023177,0.2453,0.8274,0.151246925,0.1251,0.65,0.325747012,0.2117,1,0.342611092,0.3426,1,0.331641896,0.3316,0.886,0.181907181,0.1612,0.4435,0.0112411,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E078,0,0.174,0,1,0.324,0.2603,0.4286,0.338,0.1286,0.7451,0.164,0.1432,0.5321,0.33,0.1716,0,0.257,0,0.8088,0.22,0.166,0.8182,0.233,0.1858,0.9091,0.29,0.3139,0.6657,0.229,0.1562,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.74,0.208,0.1694,0.0833,0.551,0.0412,0.75,0.241,0.2072,0.4178,0.263,0.1127,0.5048,0.5,0.378,0.1892,0,0.28,0,0.8,0.342,0.2736,0.4628,0.241,0.1162,0.0587,0.334,0.0194,0.25,0.429619722,0.1074,0,0.23970222,0,0.1268,0.201948503,0.0256,0.6667,0.38069361,0.2538,1,0.214992669,0.215,0,0.20862622,0,0.25,0.195687501,0.0489,0.5177,0.213724639,0.1106,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.5833,0.327023177,0.1908,0.7729,0.151246925,0.1169,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.4762,-0.0286409,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E079,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.3333,0.164,0.0641,0.8719,0.33,0.2812,0,0.257,0,0.5,0.22,0.1026,0.7143,0.233,0.1622,0.7143,0.29,0.2466,0.5114,0.229,0.12,0,0.302,0,0,0.319,0,0,0.379,0,0,0.178,0,0.32,0.208,0.0732,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5072,0.263,0.1368,0.538,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,1,0.334,0.3307,0.25,0.429619722,0.1074,1,0.23970222,0.2397,0.6778,0.201948503,0.1369,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.3371,0.213724639,0.072,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.55,0.325747012,0.1792,1,0.342611092,0.3426,1,0.331641896,0.3316,0.8534,0.181907181,0.1552,0.6207,0.0827227,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E080,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.4314,0.164,0.0829,0.8907,0.33,0.2873,0,0.257,0,0.5735,0.22,0.1177,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.3085,0.229,0.0724,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.42,0.208,0.0961,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5301,0.263,0.143,0.5669,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.1643,0.334,0.0543,0.25,0.429619722,0.1074,0,0.23970222,0,0.1617,0.201948503,0.0327,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.3371,0.213724639,0.072,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.7184,0.151246925,0.1087,0.65,0.325747012,0.2117,1,0.342611092,0.3426,0,0.331641896,0,0.5543,0.181907181,0.1008,0.4531,-0.1137921,q1
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,E081,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.098,0.164,0.0188,0.8266,0.33,0.2666,0,0.257,0,0.3235,0.22,0.0664,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2572,0.229,0.0603,0,0.302,0,1,0.319,0.315,0,0.379,0,0.315,0.178,0.0545,0.08,0.208,0.0183,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4523,0.263,0.122,0.5035,0,0.378,0,1,0.28,0.2796,0.2,0.342,0.0684,0.348,0.241,0.0874,0.3966,0.334,0.1312,0.25,0.429619722,0.1074,0,0.23970222,0,0.2386,0.201948503,0.0482,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.25,0.363267572,0.0908,0,0.309709252,0,0.0833,0.327023177,0.0273,0.1181,0.151246925,0.0179,0.65,0.325747012,0.2117,1,0.342611092,0.3426,0,0.331641896,0,0.5543,0.181907181,0.1008,0.2919,-0.2116062,q3
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E082,1,0.174,0.2474,0.8,0.324,0.2082,1,0.338,0.3001,0.2353,0.164,0.0452,0.8009,0.33,0.2583,0,0.257,0,0.1765,0.22,0.0362,0.6,0.233,0.1362,0.6,0.29,0.2071,0.3796,0.229,0.0891,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.16,0.208,0.0366,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4706,0.263,0.1269,0.5932,0.25,0.378,0.0946,1,0.28,0.2796,0,0.342,0,0.3742,0.241,0.094,0.02,0.334,0.0066,0,0.429619722,0,0,0.23970222,0,0.0066,0.201948503,0.0013,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.6639,0.151246925,0.1004,0.55,0.325747012,0.1792,1,0.342611092,0.3426,0,0.331641896,0,0.5218,0.181907181,0.0949,0.3282,-0.2649476,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E083,1,0.174,0.2474,0.9,0.324,0.2343,1,0.338,0.3001,0.1569,0.164,0.0302,0.8119,0.33,0.2618,0,0.257,0,0.3676,0.22,0.0755,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3616,0.229,0.0849,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.14,0.208,0.032,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4661,0.263,0.1257,0.5367,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.1581,0.334,0.0523,0,0.429619722,0,0,0.23970222,0,0.0523,0.201948503,0.0106,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.3371,0.213724639,0.072,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.4823,0.151246925,0.0729,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.4853,-0.0513674,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E084,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.5882,0.164,0.1131,0.9078,0.33,0.2928,0,0.257,0,0.6912,0.22,0.1419,0.5,0.233,0.1135,0.75,0.29,0.2589,0.5144,0.229,0.1207,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.58,0.208,0.1327,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5668,0.263,0.1528,0.6849,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.1707,0.334,0.0564,0,0.429619722,0,0,0.23970222,0,0.0564,0.201948503,0.0114,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.3371,0.213724639,0.072,0.25,0.363267572,0.0908,0,0.309709252,0,0.0833,0.327023177,0.0273,0.1181,0.151246925,0.0179,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.2783,-0.4066624,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E085,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.1176,0.164,0.0226,0.8226,0.33,0.2653,0,0.257,0,0.3382,0.22,0.0694,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2602,0.229,0.0611,1,0.302,0.3136,1,0.319,0.315,0,0.379,0,0.6285,0.178,0.1088,0.1,0.208,0.0229,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.4569,0.263,0.1232,0.5584,0.25,0.378,0.0946,0,0.28,0,0.8,0.342,0.2736,0.3682,0.241,0.0925,0.0471,0.334,0.0156,0,0.429619722,0,0,0.23970222,0,0.0156,0.201948503,0.0031,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.4823,0.151246925,0.0729,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.3129,-0.2454836,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E086,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.5882,0.164,0.1131,0.913,0.33,0.2945,0,0.257,0,0.6912,0.22,0.1419,0.7778,0.233,0.1766,0.7778,0.29,0.2685,0.587,0.229,0.1377,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.58,0.208,0.1327,0.4583,0.551,0.2268,0.75,0.241,0.2072,0.5668,0.263,0.1528,0.6494,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.2008,0.334,0.0664,0,0.429619722,0,0,0.23970222,0,0.0664,0.201948503,0.0134,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0.25,0.195687501,0.0489,0.3371,0.213724639,0.072,0.25,0.363267572,0.0908,0,0.309709252,0,0.3333,0.327023177,0.109,0.1998,0.151246925,0.0302,0.75,0.325747012,0.2443,1,0.342611092,0.3426,0,0.331641896,0,0.5869,0.181907181,0.1068,0.2927,-0.3567157,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Maromanjo,E087,1,0.174,0.2474,0.9,0.324,0.2343,1,0.338,0.3001,0.1961,0.164,0.0377,0.8194,0.33,0.2643,0,0.257,0,0.3971,0.22,0.0815,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2723,0.229,0.0639,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.18,0.208,0.0412,0.4583,0.551,0.2268,0.25,0.241,0.0691,0.3371,0.263,0.0909,0.5377,0.25,0.378,0.0946,0,0.28,0,0.8,0.342,0.2736,0.3682,0.241,0.0925,0.0598,0.334,0.0198,0,0.429619722,0,0,0.23970222,0,0.0198,0.201948503,0.004,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.4871,0.213724639,0.1041,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.0833,0.327023177,0.0273,0.6094,0.151246925,0.0922,0.75,0.325747012,0.2443,1,0.342611092,0.3426,1,0.331641896,0.3316,0.9186,0.181907181,0.1671,0.4598,-0.0778544,q4
